dataset,arithmetic,variant,query_profile,template_id,template_name,constraint_name,runs,median_ms,mean_ms,max_memory_mb
telecom,NRA,light,simple,12,regular12,D10,100,2.324339,4150.692040,1378.132812
telecom,NRA,mid,simple,1,regular01,D7,100,7.338879,22.273285,640.562500
telecom,NRA,mid,simple,1,regular01,D8,100,5.415485,19.036677,570.902344
telecom,NRA,mid,simple,1,regular01,D9,100,2.163875,748.112176,738.355469
telecom,NRA,mid,simple,1,regular01,D10,100,2.394280,751.698968,736.886719
telecom,NRA,mid,simple,2,regular02,D7,100,4.590569,19.267770,635.804688
telecom,NRA,mid,simple,2,regular02,D8,100,3.689142,17.184026,570.535156
telecom,NRA,mid,simple,2,regular02,D9,100,4.471229,802.419778,748.234375
telecom,NRA,mid,simple,2,regular02,D10,100,1.872343,722.244503,735.019531
telecom,NRA,mid,simple,3,regular03,D7,100,1.977778,43.423459,540.003906
telecom,NRA,mid,simple,3,regular03,D8,100,2.125923,30.748185,539.703125
telecom,NRA,mid,simple,3,regular03,D9,100,2.305653,22.130538,540.000000
telecom,NRA,mid,simple,3,regular03,D10,100,2.192083,16.989864,542.195312
telecom,NRA,mid,simple,4,regular04,D7,100,7.303854,1503.329850,861.804688
telecom,NRA,mid,simple,4,regular04,D8,100,4.529560,729.346101,785.480469
telecom,NRA,mid,simple,4,regular04,D9,100,1.893692,551.263133,706.316406
telecom,NRA,mid,simple,4,regular04,D10,100,2.014781,578.082330,721.523438
telecom,NRA,mid,simple,5,regular05,D7,100,4.324099,19.549489,644.320312
telecom,NRA,mid,simple,5,regular05,D8,100,2.403868,13.863597,577.777344
telecom,NRA,mid,simple,5,regular05,D9,100,13.509576,779.754821,758.167969
telecom,NRA,mid,simple,5,regular05,D10,100,2.317012,678.760107,742.859375
telecom,NRA,mid,simple,6,regular06,D7,100,6.798630,23.201759,644.050781
telecom,NRA,mid,simple,6,regular06,D8,100,3.789637,17.466013,577.757812
telecom,NRA,mid,simple,6,regular06,D9,100,1.868572,667.514897,742.242188
telecom,NRA,mid,simple,6,regular06,D10,100,5.539728,708.329558,746.960938
telecom,NRA,mid,simple,7,regular07,D7,100,7.340800,20.445157,640.324219
telecom,NRA,mid,simple,7,regular07,D8,100,2.356246,18.439288,571.257812
telecom,NRA,mid,simple,7,regular07,D9,100,1.981686,607.246813,724.582031
telecom,NRA,mid,simple,7,regular07,D10,100,2.253367,632.237309,737.812500
telecom,NRA,mid,simple,8,regular08,D7,100,7.336414,1449.699999,874.953125
telecom,NRA,mid,simple,8,regular08,D8,100,3.469381,680.718572,800.925781
telecom,NRA,mid,simple,8,regular08,D9,100,1.965771,533.871286,705.253906
telecom,NRA,mid,simple,8,regular08,D10,100,12.825686,704.244836,758.167969
telecom,NRA,mid,simple,9,regular09,D7,100,2.416156,15.846246,643.867188
telecom,NRA,mid,simple,9,regular09,D8,100,3.435506,17.583773,578.710938
telecom,NRA,mid,simple,9,regular09,D9,100,2.314256,664.011999,747.210938
telecom,NRA,mid,simple,9,regular09,D10,100,2.289896,615.605207,739.468750
telecom,NRA,mid,simple,10,regular10,D7,100,12.021745,25.195747,632.347656
telecom,NRA,mid,simple,10,regular10,D8,100,2.803501,16.952498,579.402344
telecom,NRA,mid,simple,10,regular10,D9,100,2.007005,616.010273,738.718750
telecom,NRA,mid,simple,10,regular10,D10,100,2.100090,592.262835,732.125000
telecom,NRA,mid,simple,11,regular11,D7,100,7.042393,20.724027,647.585938
telecom,NRA,mid,simple,11,regular11,D8,100,2.458681,17.429416,579.062500
telecom,NRA,mid,simple,11,regular11,D9,100,1.951835,623.718083,735.308594
telecom,NRA,mid,simple,11,regular11,D10,100,2.101355,611.351313,734.097656
telecom,NRA,mid,simple,12,regular12,D7,100,4.129537,1171.023312,839.269531
telecom,NRA,mid,simple,12,regular12,D8,100,728.734024,822.452854,844.148438
telecom,NRA,mid,simple,12,regular12,D9,100,2.006436,560.585580,731.097656
telecom,NRA,mid,simple,12,regular12,D10,100,13.534764,659.242097,759.742188
telecom,NRA,heavy,simple,1,regular01,D7,100,7.069287,26.479548,590.585938
telecom,NRA,heavy,simple,1,regular01,D8,100,7.268772,23.893272,578.902344
telecom,NRA,heavy,simple,1,regular01,D9,100,1.963170,523.839403,718.351562
telecom,NRA,heavy,simple,1,regular01,D10,100,13.449399,641.087953,756.867188
telecom,NRA,heavy,simple,2,regular02,D7,100,6.892167,21.884816,639.441406
telecom,NRA,heavy,simple,2,regular02,D8,100,2.469956,15.154317,585.503906
telecom,NRA,heavy,simple,2,regular02,D9,100,2.158660,606.674983,756.730469
telecom,NRA,heavy,simple,2,regular02,D10,100,1.937485,475.335947,729.382812
telecom,NRA,heavy,simple,3,regular03,D7,100,2.196766,17.661085,539.726562
telecom,NRA,heavy,simple,3,regular03,D8,100,2.140925,13.755031,540.023438
telecom,NRA,heavy,simple,3,regular03,D9,100,4.678656,16.735200,543.679688
telecom,NRA,heavy,simple,3,regular03,D10,100,2.216976,14.675624,542.222656
telecom,NRA,heavy,simple,4,regular04,D7,100,7.995772,1350.612777,879.742188
telecom,NRA,heavy,simple,4,regular04,D8,100,4.496766,594.117994,815.324219
telecom,NRA,heavy,simple,4,regular04,D9,100,1.950991,431.897623,737.195312
telecom,NRA,heavy,simple,4,regular04,D10,100,2.300101,411.868636,743.484375
telecom,NRA,heavy,simple,5,regular05,D7,100,6.033957,20.344774,644.679688
telecom,NRA,heavy,simple,5,regular05,D8,100,4.646401,17.909763,579.816406
telecom,NRA,heavy,simple,5,regular05,D9,100,13.870874,482.458353,765.265625
telecom,NRA,heavy,simple,5,regular05,D10,100,2.170775,349.717347,731.199219
telecom,NRA,heavy,simple,6,regular06,D7,100,7.172032,21.012410,647.812500
telecom,NRA,heavy,simple,6,regular06,D8,100,4.620091,16.972422,579.242188
telecom,NRA,heavy,simple,6,regular06,D9,100,2.000676,266.315283,712.304688
telecom,NRA,heavy,simple,6,regular06,D10,100,1.868476,254.373097,709.789062
telecom,NRA,heavy,simple,7,regular07,D7,100,11.402423,23.751389,648.203125
telecom,NRA,heavy,simple,7,regular07,D8,100,2.365326,15.383810,587.089844
telecom,NRA,heavy,simple,7,regular07,D9,100,10.114873,305.947729,746.042969
telecom,NRA,heavy,simple,7,regular07,D10,100,1.997475,233.870602,711.890625
telecom,NRA,heavy,simple,8,regular08,D7,100,6.720137,1076.742047,855.925781
