dataset,arithmetic,variant,query_profile,template_id,template_name,constraint_name,runs,median_ms,mean_ms,max_memory_mb
ldbc10,LRA,light,complex,1,regular01,D1,100,253.883695,363.949635,1905.605469
ldbc10,LRA,light,complex,1,regular01,D2,100,209.876308,259.118685,1902.308594
ldbc10,LRA,light,complex,1,regular01,D3,100,93.696433,118.617308,1903.445312
ldbc10,LRA,light,complex,2,regular02,D1,100,10966.781075,9478.834397,1919.183594
ldbc10,LRA,light,complex,2,regular02,D2,100,10965.197604,9098.754197,1925.460938
ldbc10,LRA,light,complex,2,regular02,D3,100,10967.931281,10088.444419,1920.015625
ldbc10,LRA,light,complex,3,regular03,D1,100,3815.959977,4742.158263,1939.152344
ldbc10,LRA,light,complex,3,regular03,D2,100,2149.076224,3514.530136,1911.539062
ldbc10,LRA,light,complex,3,regular03,D3,100,827.884465,1522.305735,1927.554688
ldbc10,LRA,light,complex,4,regular04,D1,100,10966.079179,9347.943765,1950.437500
ldbc10,LRA,light,complex,4,regular04,D2,100,10965.323916,9213.145279,1950.054688
ldbc10,LRA,light,complex,4,regular04,D3,100,10967.073062,8548.231379,1952.136719
ldbc10,LRA,light,complex,5,regular05,D1,100,10967.048142,9598.185321,1948.589844
ldbc10,LRA,light,complex,5,regular05,D2,100,10965.992561,9184.046635,1947.707031
ldbc10,LRA,light,complex,5,regular05,D3,100,10967.546723,9428.159154,1949.105469
ldbc10,LRA,light,complex,6,regular06,D1,100,10964.709124,8218.349070,1914.648438
ldbc10,LRA,light,complex,6,regular06,D2,100,10964.689291,8938.492094,1918.003906
ldbc10,LRA,light,complex,6,regular06,D3,100,10967.336025,9098.435923,1928.117188
ldbc10,LRA,light,complex,7,regular07,D1,100,4257.306016,5162.067403,1932.027344
ldbc10,LRA,light,complex,7,regular07,D2,100,2537.897052,4264.177249,1918.351562
ldbc10,LRA,light,complex,7,regular07,D3,100,1078.549818,1929.931882,1921.582031
ldbc10,LRA,light,complex,8,regular08,D1,100,819.757569,2030.753841,1930.429688
ldbc10,LRA,light,complex,8,regular08,D2,100,759.711534,1649.620486,1933.949219
ldbc10,LRA,light,complex,8,regular08,D3,100,270.532807,918.561578,1942.253906
ldbc10,LRA,light,complex,9,regular09,D1,100,3185.557319,4984.999591,1926.632812
ldbc10,LRA,light,complex,9,regular09,D2,100,2305.321286,3883.957784,1925.390625
ldbc10,LRA,light,complex,9,regular09,D3,100,856.173215,2261.940854,1946.324219
ldbc10,LRA,light,complex,10,regular10,D1,100,571.492815,1713.873562,1934.472656
ldbc10,LRA,light,complex,10,regular10,D2,100,541.965717,1538.206415,1930.925781
ldbc10,LRA,light,complex,10,regular10,D3,100,259.726275,694.913441,1934.414062
ldbc10,LRA,light,complex,11,regular11,D1,100,1071.751544,2123.051932,1936.906250
ldbc10,LRA,light,complex,11,regular11,D2,100,586.469089,1830.981207,1936.855469
ldbc10,LRA,light,complex,11,regular11,D3,100,300.430841,515.730815,1917.417969
ldbc10,LRA,light,complex,12,regular12,D1,100,2961.669470,4732.130355,1921.753906
ldbc10,LRA,light,complex,12,regular12,D2,100,1923.491285,3857.936853,1922.363281
ldbc10,LRA,light,complex,12,regular12,D3,100,1116.959253,2162.347100,1933.082031
ldbc10,LRA,mid,complex,1,regular01,D1,100,32.075548,43.332207,1900.734375
ldbc10,LRA,mid,complex,1,regular01,D2,100,21.073322,28.629186,1886.070312
ldbc10,LRA,mid,complex,1,regular01,D3,100,28.523640,41.787551,1902.253906
ldbc10,LRA,mid,complex,2,regular02,D1,100,25.435046,31.962091,1886.332031
ldbc10,LRA,mid,complex,2,regular02,D2,100,21.306677,26.750403,1878.414062
ldbc10,LRA,mid,complex,2,regular02,D3,100,27.297818,33.150639,1884.941406
ldbc10,LRA,mid,complex,3,regular03,D1,100,26.751238,37.921924,1892.371094
ldbc10,LRA,mid,complex,3,regular03,D2,100,16.762147,23.402174,1886.410156
ldbc10,LRA,mid,complex,3,regular03,D3,100,30.256136,36.482592,1884.031250
ldbc10,LRA,mid,complex,4,regular04,D1,100,31.633288,35.343376,1892.046875
ldbc10,LRA,mid,complex,4,regular04,D2,100,22.529417,28.508494,1893.281250
ldbc10,LRA,mid,complex,4,regular04,D3,100,25.306332,31.388992,1895.179688
ldbc10,LRA,mid,complex,5,regular05,D1,100,29.997205,38.440399,1893.847656
ldbc10,LRA,mid,complex,5,regular05,D2,100,19.276207,24.456537,1893.804688
ldbc10,LRA,mid,complex,5,regular05,D3,100,30.053270,37.687768,1888.789062
ldbc10,LRA,mid,complex,6,regular06,D1,100,22.308698,27.624943,1886.187500
ldbc10,LRA,mid,complex,6,regular06,D2,100,17.537276,23.950766,1874.890625
ldbc10,LRA,mid,complex,6,regular06,D3,100,24.504078,27.155480,1884.160156
ldbc10,LRA,mid,complex,7,regular07,D1,100,33.368863,40.289915,1899.035156
ldbc10,LRA,mid,complex,7,regular07,D2,100,24.623079,28.777072,1897.035156
ldbc10,LRA,mid,complex,7,regular07,D3,100,28.196606,35.536470,1895.691406
ldbc10,LRA,mid,complex,8,regular08,D1,100,23.439830,29.493683,1879.925781
ldbc10,LRA,mid,complex,8,regular08,D2,100,17.493032,23.949605,1888.683594
ldbc10,LRA,mid,complex,8,regular08,D3,100,24.408490,33.826756,1894.671875
ldbc10,LRA,mid,complex,9,regular09,D1,100,20.770254,26.321955,1877.054688
ldbc10,LRA,mid,complex,9,regular09,D2,100,21.099480,31.561018,1886.949219
ldbc10,LRA,mid,complex,9,regular09,D3,100,21.572260,27.235552,1882.671875
ldbc10,LRA,mid,complex,10,regular10,D1,100,23.787146,34.543323,1894.988281
ldbc10,LRA,mid,complex,10,regular10,D2,100,17.863873,23.493037,1891.562500
ldbc10,LRA,mid,complex,10,regular10,D3,100,22.462335,26.742119,1877.871094
ldbc10,LRA,mid,complex,11,regular11,D1,100,33.210430,40.325031,1900.320312
ldbc10,LRA,mid,complex,11,regular11,D2,100,20.823234,27.629462,1889.695312
ldbc10,LRA,mid,complex,11,regular11,D3,100,24.935147,36.785599,1892.347656
ldbc10,LRA,mid,complex,12,regular12,D1,100,23.372167,28.463474,1883.816406
ldbc10,LRA,mid,complex,12,regular12,D2,100,22.076506,31.862240,1885.308594
ldbc10,LRA,mid,complex,12,regular12,D3,100,22.370951,29.737768,1892.023438
ldbc10,LRA,heavy,complex,1,regular01,D1,100,61.143072,67.951102,1885.722656
ldbc10,LRA,heavy,complex,1,regular01,D2,100,20.615876,25.909680,1842.015625
ldbc10,LRA,heavy,complex,1,regular01,D3,100,47.209405,66.859869,1891.757812
ldbc10,LRA,heavy,complex,2,regular02,D1,100,32.217902,41.960905,1877.253906
ldbc10,LRA,heavy,complex,2,regular02,D2,100,20.169921,22.308712,1819.164062
ldbc10,LRA,heavy,complex,2,regular02,D3,100,29.721907,42.187076,1877.082031
ldbc10,LRA,heavy,complex,3,regular03,D1,100,37.527515,47.255343,1884.476562
ldbc10,LRA,heavy,complex,3,regular03,D2,100,18.892480,30.940224,1821.589844
ldbc10,LRA,heavy,complex,3,regular03,D3,100,42.644939,55.810556,1884.621094
ldbc10,LRA,heavy,complex,4,regular04,D1,100,66.253534,95.457649,1898.148438
ldbc10,LRA,heavy,complex,4,regular04,D2,100,18.795246,24.234702,1828.335938
ldbc10,LRA,heavy,complex,4,regular04,D3,100,51.562901,68.959580,1891.390625
ldbc10,LRA,heavy,complex,5,regular05,D1,100,76.092561,80.727072,1893.042969
ldbc10,LRA,heavy,complex,5,regular05,D2,100,19.457666,22.814824,1826.933594
ldbc10,LRA,heavy,complex,5,regular05,D3,100,57.635916,61.106317,1888.683594
ldbc10,LRA,heavy,complex,6,regular06,D1,100,36.051047,49.916421,1882.863281
ldbc10,LRA,heavy,complex,6,regular06,D2,100,16.259055,20.411658,1817.667969
ldbc10,LRA,heavy,complex,6,regular06,D3,100,30.164199,42.253803,1877.957031
ldbc10,LRA,heavy,complex,7,regular07,D1,100,64.809862,78.028767,1894.011719
ldbc10,LRA,heavy,complex,7,regular07,D2,100,17.179176,22.837425,1829.296875
ldbc10,LRA,heavy,complex,7,regular07,D3,100,49.314317,65.312399,1895.375000
ldbc10,LRA,heavy,complex,8,regular08,D1,100,31.184391,43.260532,1879.937500
ldbc10,LRA,heavy,complex,8,regular08,D2,100,15.590525,20.287096,1821.160156
ldbc10,LRA,heavy,complex,8,regular08,D3,100,31.018470,45.979603,1880.265625
ldbc10,LRA,heavy,complex,9,regular09,D1,100,35.809584,40.834396,1877.917969
ldbc10,LRA,heavy,complex,9,regular09,D2,100,16.262780,20.984696,1814.441406
ldbc10,LRA,heavy,complex,9,regular09,D3,100,31.337027,49.320142,1881.632812
ldbc10,LRA,heavy,complex,10,regular10,D1,100,37.136451,44.119112,1878.449219
ldbc10,LRA,heavy,complex,10,regular10,D2,100,17.131982,22.167054,1831.097656
ldbc10,LRA,heavy,complex,10,regular10,D3,100,30.007965,60.237822,1888.894531
ldbc10,LRA,heavy,complex,11,regular11,D1,100,61.983969,75.641594,1890.882812
ldbc10,LRA,heavy,complex,11,regular11,D2,100,15.925241,25.591497,1826.875000
ldbc10,LRA,heavy,complex,11,regular11,D3,100,51.556657,68.764525,1893.468750
ldbc10,LRA,heavy,complex,12,regular12,D1,100,30.892137,41.350150,1879.781250
ldbc10,LRA,heavy,complex,12,regular12,D2,100,14.817210,19.790751,1822.031250
ldbc10,LRA,heavy,complex,12,regular12,D3,100,35.550956,55.428395,1884.804688
ldbc10,LIA,light,complex,1,regular01,D4,100,66.372867,86.256747,1900.234375
ldbc10,LIA,light,complex,1,regular01,D5,100,13.364089,20.129428,1856.703125
ldbc10,LIA,light,complex,1,regular01,D6,100,16.493997,27.256094,1869.152344
ldbc10,LIA,light,complex,2,regular02,D4,100,10967.174293,9028.127062,2012.437500
ldbc10,LIA,light,complex,2,regular02,D5,100,10966.447815,9208.073620,2137.015625
ldbc10,LIA,light,complex,2,regular02,D6,100,15.651036,23.384207,1868.621094
ldbc10,LIA,light,complex,3,regular03,D4,100,441.190890,1154.255827,1959.667969
ldbc10,LIA,light,complex,3,regular03,D5,100,196.431805,549.534201,1949.015625
ldbc10,LIA,light,complex,3,regular03,D6,100,473.295524,1270.558918,1958.792969
ldbc10,LIA,light,complex,4,regular04,D4,100,10967.685495,9978.361924,2087.019531
ldbc10,LIA,light,complex,4,regular04,D5,100,13.992643,21.351449,1865.171875
ldbc10,LIA,light,complex,4,regular04,D6,100,14.608989,22.761740,1869.332031
ldbc10,LIA,light,complex,5,regular05,D4,100,10967.674426,9868.099300,2051.261719
ldbc10,LIA,light,complex,5,regular05,D5,100,14.839631,22.437199,1865.285156
ldbc10,LIA,light,complex,5,regular05,D6,100,14.282435,19.228550,1868.488281
ldbc10,LIA,light,complex,6,regular06,D4,100,10967.163699,8278.269666,2012.812500
ldbc10,LIA,light,complex,6,regular06,D5,100,10966.802060,9008.223528,2111.742188
ldbc10,LIA,light,complex,6,regular06,D6,100,14.746787,18.711003,1868.347656
ldbc10,LIA,light,complex,7,regular07,D4,100,513.203101,1430.911337,1996.351562
ldbc10,LIA,light,complex,7,regular07,D5,100,12.477565,17.540403,1856.949219
ldbc10,LIA,light,complex,7,regular07,D6,100,13.497647,18.314136,1869.253906
ldbc10,LIA,light,complex,8,regular08,D4,100,111.747641,344.595758,1929.289062
ldbc10,LIA,light,complex,8,regular08,D5,100,115.724460,234.129896,1916.480469
ldbc10,LIA,light,complex,8,regular08,D6,100,16.041229,26.476647,1879.367188
ldbc10,LIA,light,complex,9,regular09,D4,100,448.951917,1331.552569,1968.785156
ldbc10,LIA,light,complex,9,regular09,D5,100,325.757073,814.730055,1974.917969
ldbc10,LIA,light,complex,9,regular09,D6,100,16.349659,24.784582,1868.902344
ldbc10,LIA,light,complex,10,regular10,D4,100,170.202490,436.913042,1935.289062
ldbc10,LIA,light,complex,10,regular10,D5,100,131.136190,326.148229,1946.367188
ldbc10,LIA,light,complex,10,regular10,D6,100,14.349792,20.753023,1868.902344
ldbc10,LIA,light,complex,11,regular11,D4,100,140.484299,265.502944,1917.917969
ldbc10,LIA,light,complex,11,regular11,D5,100,12.924347,18.987708,1856.796875
ldbc10,LIA,light,complex,11,regular11,D6,100,14.627293,22.268058,1869.000000
ldbc10,LIA,light,complex,12,regular12,D4,100,438.709527,1115.857788,1953.582031
ldbc10,LIA,light,complex,12,regular12,D5,100,199.578027,798.959508,1959.550781
ldbc10,LIA,light,complex,12,regular12,D6,100,16.243120,33.616681,1884.542969
ldbc10,LIA,mid,complex,1,regular01,D4,100,21.974266,28.661877,1886.355469
ldbc10,LIA,mid,complex,1,regular01,D5,100,14.524189,21.671859,1859.285156
ldbc10,LIA,mid,complex,1,regular01,D6,100,15.563009,21.924240,1861.187500
ldbc10,LIA,mid,complex,2,regular02,D4,100,18.087462,35.767808,1880.359375
ldbc10,LIA,mid,complex,2,regular02,D5,100,17.419866,28.501229,1873.175781
ldbc10,LIA,mid,complex,2,regular02,D6,100,16.873146,23.207188,1860.488281
ldbc10,LIA,mid,complex,3,regular03,D4,100,21.197434,32.949245,1890.609375
ldbc10,LIA,mid,complex,3,regular03,D5,100,17.549766,28.531500,1884.414062
ldbc10,LIA,mid,complex,3,regular03,D6,100,427.811078,957.636578,1928.027344
ldbc10,LIA,mid,complex,4,regular04,D4,100,20.579670,31.530266,1888.871094
ldbc10,LIA,mid,complex,4,regular04,D5,100,13.732743,20.886631,1867.933594
ldbc10,LIA,mid,complex,4,regular04,D6,100,14.054194,20.358767,1860.945312
ldbc10,LIA,mid,complex,5,regular05,D4,100,22.350956,31.128375,1891.000000
ldbc10,LIA,mid,complex,5,regular05,D5,100,14.047083,21.458057,1858.890625
ldbc10,LIA,mid,complex,5,regular05,D6,100,14.564569,19.171416,1860.867188
ldbc10,LIA,mid,complex,6,regular06,D4,100,19.583664,31.556892,1875.640625
ldbc10,LIA,mid,complex,6,regular06,D5,100,15.172564,21.743823,1883.460938
ldbc10,LIA,mid,complex,6,regular06,D6,100,16.090060,18.857234,1860.187500
ldbc10,LIA,mid,complex,7,regular07,D4,100,21.211776,26.405134,1886.996094
ldbc10,LIA,mid,complex,7,regular07,D5,100,14.332064,23.215015,1859.410156
ldbc10,LIA,mid,complex,7,regular07,D6,100,15.475860,24.928622,1861.156250
ldbc10,LIA,mid,complex,8,regular08,D4,100,19.601923,27.144035,1886.804688
ldbc10,LIA,mid,complex,8,regular08,D5,100,17.147672,29.639482,1885.296875
ldbc10,LIA,mid,complex,8,regular08,D6,100,22.051291,29.823390,1881.117188
ldbc10,LIA,mid,complex,9,regular09,D4,100,17.499676,29.699469,1883.667969
ldbc10,LIA,mid,complex,9,regular09,D5,100,17.975947,28.624129,1883.320312
ldbc10,LIA,mid,complex,9,regular09,D6,100,16.509586,21.703277,1860.812500
ldbc10,LIA,mid,complex,10,regular10,D4,100,17.446816,24.048912,1877.480469
ldbc10,LIA,mid,complex,10,regular10,D5,100,15.226195,19.347453,1884.761719
ldbc10,LIA,mid,complex,10,regular10,D6,100,13.640342,19.774818,1861.054688
ldbc10,LIA,mid,complex,11,regular11,D4,100,21.615400,29.478753,1893.464844
ldbc10,LIA,mid,complex,11,regular11,D5,100,10.854745,17.927332,1858.769531
ldbc10,LIA,mid,complex,11,regular11,D6,100,14.767684,21.523674,1860.839844
ldbc10,LIA,mid,complex,12,regular12,D4,100,17.881052,24.593232,1879.597656
ldbc10,LIA,mid,complex,12,regular12,D5,100,14.608359,20.820899,1881.550781
ldbc10,LIA,mid,complex,12,regular12,D6,100,21.234631,31.528756,1882.031250
ldbc10,LIA,heavy,complex,1,regular01,D4,100,28.184952,35.551076,1893.589844
ldbc10,LIA,heavy,complex,1,regular01,D5,100,14.421889,17.683041,1859.546875
ldbc10,LIA,heavy,complex,1,regular01,D6,100,14.312629,19.484485,1861.300781
ldbc10,LIA,heavy,complex,2,regular02,D4,100,19.276368,44.132024,1889.367188
ldbc10,LIA,heavy,complex,2,regular02,D5,100,15.386665,25.371537,1871.941406
ldbc10,LIA,heavy,complex,2,regular02,D6,100,14.722669,18.432137,1860.558594
ldbc10,LIA,heavy,complex,3,regular03,D4,100,19.614429,29.609668,1885.789062
ldbc10,LIA,heavy,complex,3,regular03,D5,100,19.049048,34.677497,1882.273438
ldbc10,LIA,heavy,complex,3,regular03,D6,100,360.477554,966.893361,1927.628906
ldbc10,LIA,heavy,complex,4,regular04,D4,100,26.411790,48.713568,1902.496094
ldbc10,LIA,heavy,complex,4,regular04,D5,100,13.058963,15.836358,1859.093750
ldbc10,LIA,heavy,complex,4,regular04,D6,100,15.192505,18.833763,1860.714844
ldbc10,LIA,heavy,complex,5,regular05,D4,100,24.503888,35.399174,1888.984375
ldbc10,LIA,heavy,complex,5,regular05,D5,100,13.886833,20.275533,1859.671875
ldbc10,LIA,heavy,complex,5,regular05,D6,100,15.046289,22.164688,1860.925781
ldbc10,LIA,heavy,complex,6,regular06,D4,100,19.240464,28.715346,1880.644531
ldbc10,LIA,heavy,complex,6,regular06,D5,100,17.632526,25.307379,1876.039062
ldbc10,LIA,heavy,complex,6,regular06,D6,100,15.615599,20.116058,1860.867188
ldbc10,LIA,heavy,complex,7,regular07,D4,100,22.984592,26.585478,1892.734375
ldbc10,LIA,heavy,complex,7,regular07,D5,100,13.099698,17.112437,1859.761719
ldbc10,LIA,heavy,complex,7,regular07,D6,100,13.455683,20.420570,1861.078125
ldbc10,LIA,heavy,complex,8,regular08,D4,100,17.959392,21.091137,1871.140625
ldbc10,LIA,heavy,complex,8,regular08,D5,100,16.233061,23.399493,1883.332031
ldbc10,LIA,heavy,complex,8,regular08,D6,100,24.518038,33.966619,1885.265625
ldbc10,LIA,heavy,complex,9,regular09,D4,100,17.360307,28.357724,1889.679688
ldbc10,LIA,heavy,complex,9,regular09,D5,100,16.366611,27.695945,1879.507812
ldbc10,LIA,heavy,complex,9,regular09,D6,100,16.068290,21.227992,1860.671875
ldbc10,LIA,heavy,complex,10,regular10,D4,100,21.427521,43.961505,1889.972656
ldbc10,LIA,heavy,complex,10,regular10,D5,100,16.453800,24.337936,1873.066406
ldbc10,LIA,heavy,complex,10,regular10,D6,100,13.573343,16.241930,1861.265625
ldbc10,LIA,heavy,complex,11,regular11,D4,100,24.334689,35.397768,1888.300781
ldbc10,LIA,heavy,complex,11,regular11,D5,100,14.584159,21.558078,1859.753906
ldbc10,LIA,heavy,complex,11,regular11,D6,100,12.213912,16.026297,1860.953125
ldbc10,LIA,heavy,complex,12,regular12,D4,100,19.798174,31.118522,1876.839844
ldbc10,LIA,heavy,complex,12,regular12,D5,100,17.412562,27.257917,1876.449219
ldbc10,LIA,heavy,complex,12,regular12,D6,100,23.574407,31.202275,1877.414062
